text,label
微博什么时候死，最好再抓一批50W。,1
你以为大家不想干实事儿？那你告诉我，怎么干实事儿？你仔细想想女权是谁培植起来的？你想想是谁纵容女权在互联网上为所欲为的？你觉得是谁立法宣布不给女人零花钱就算家暴的？问题这么明显你都看不到，还鼓秋别人去撞铁拳？到底是你犯了幼稚病呢？还是你犯了幼稚病呢？,1
哪个校区的？,0
争取就争取，不争取又能如何？打破这世界的壳，否则就在壳里死去。另，我不认为男尊女卑在道德范围之类，这只能说是社会现象或者传统，不算是美德。,0
男权吧和女权吧都发一遍那楼主能不能把聊天记录截全了啊,0
让大家都看到这张图,0
p的都没人形了,1
江西本地女的几年不结婚马上问题解决。彩礼贵不贵不都是人炒的？一边给一边骂之会越来越高,1
这种女的不就是典型的玩的浪不顾家？被绿了还是轻的，最怕的是釹的管女儿的时候玩手机打牌，女儿摸电线往马路外猛冲什么的那就亏大发了。,1
我們的生活,0
都是网络段子,0
这男的邓金军厉害。自己女朋友吸独。出来做。还威胁别人说出来就杀了他。,1
喜欢烘焙，爱好旅行，摄影,0
我不知道他帅不帅，但是我很帅，而且拒绝过的女人超多三位数。现在单身，而且打算永远单身，除非遇到真爱。,0
多的七毛五是这个费吧,0
我在想田园不是不结婚吗。。那么生孩子管她什么事。,1
哎?别吵了你们，去做变性手术一切不都OK了，爱当男的当男的去，爱当女的当女的去。当然你也可以选择不男不女，如春哥，他（她）兼具了男人的阳刚和女人阴柔，男权女权都快活，活的多滋润呀。,1
反正我是不信。我只看到女权。,0
能物化自己的只有自己，何必和这种不带脑感觉全世界都压迫的玩意讲道理，真以为自己胸前多二两肥油就多讨人喜欢一样，一天天的幻想自己独一无二，只能茕茕孑立，实际上看她一眼都嫌累,1
钻石这种东西的价格全是炒出来的别人工业用钻就是那这玩意切东西的,0
她们房子和彩礼准备好了嘛？,0
女性接受高等教育比例超过男性接受大学专科及以上教育的女性比例为18.0%，比男性高1.6个百分点，比2010年提高3.7个百分点；其中18-24岁女性这一比例最高，为50.9%。在接受大学本科教育者中，女性占53.6%，比2010年提高5.8个百分点。不赞同“女生不适合学理工科”的女性比例为77.9%，男性为77.3%。为啥不统计下理工科的男女生比例？,0
不谈恋爱不结婚，虽然治标不治本，但是能够切实解决你提出的问题,0
那个吧真恶心?,1
这是银行拉存款的业务员而已。,0
抛开数量谈都是耍流氓最底层的“最”，这个模糊的伺……底层男可以找底层女啊，底层女的也被挤压（）,1
仙女本性难移,1
有可能，但是连网友都能轻松扒出的都不处理，很难不让人往某个方向想,0
圆圈＝○＝?,0
这应该不触犯吧规吧emmm,0
为什么舔狗如此之多可结婚率却这么低？因为舔狗，不得好死！,1
就像某个著名品牌的负责人说过，“被人抄袭虽然很糟糕，但没人抄袭更糟糕。”,0
传统以来的观念：男人就该让着女的，她骂你忍着，她打你身受着，男人不能反抗的。不懂有这样观念的社会为什么是父权社会。,1
男女可以互相喜欢肯定也可以互相讨厌。这是每个人的权利，放在同性别也是一样，这跟男女无关。就像是一个女的讨厌一个女明星一样。如果无端的讨厌说出来像是被讨厌的人做错了什么一样，那确实有点过分，或许只是针对某个人，结果整个大类都受牵连，那就太无辜了。可以讨厌，但是不适合言语过激,1
管不了媳妇就自食其果没毛病。既然支持女性独立，那么女性一时脑子转不过来，是不是也要认啊,1
天天冲，没意思,0
她们有组织有纪律的，逐渐壮大,0
大鼻子，脸型不正，她妈妈说的对，发型加双眼皮会好看很多,0
阿哈哈哈《男的》,0
姐妹组团不允许国男说胖,0
为什么不能告她性骚扰,1
为什么只有男人有游艇？女人不可以有？你是在歧视女性吗？你是觉得女性不配吗？,1
长的一张几把脸,1
不懂就问，马的那句如果不是他本人说的会不会被女拳扣物化女性的帽子啊（）,1
四个月判少了,0
备注：本人于今天上午一点发的同名帖子被系统删除，删前已有100多评论。大家猜猜是怎么回事呢,0
打字速度可以用语音识别替代,0
有过-同居史-的-女孩-能-娶-吗？其中有效名词是同居史、女孩、娶按当前常见价值观，同居史和女孩显然不是不友善，所以不友善的是娶。破案了，不婚保平安,1
舔狗龟男，渣男和牧人都该人道毁灭,1
可能有人说了，那生儿子的各阶层中老年人为啥不团结起来，在网络与女拳斗？很简单，生儿子压力大，绝大多数中老年像年轻人一样，没太多时间上网，忙得很！得忙着赚钱。。。而中老年断子老苟无经济压力，所以上网时间太充裕，包括一些学心理学，学新闻，学营消的断子苟们都在绞尽脑汁，包括编故事，利用人们信坏不信好心理，从众心理，故意哄抬批价，打造女尊男卑涩会。此举自然得到无数女拳，断子老苟的热烈响应，从而影响了正常女性的三观，开始刁难丈夫，男友，体会到了欺负人的快感，便一发不可收控，然而，任何事都有两面性，近几年家庭档案，夫妻恋人间的雄沙案越来越多，死者绝大多数为女，，甚至把岳家团灭的也大有人在。所以现在郭嘉也开始有所行动。。,1
借楼提醒一下男性粉刷墙们。发问题时首先自己立场搞清楚哦，本身就站在男权立场的，是没有资格讨论这些的。包括男性家暴法，毕竟中立男性说了，他们也是男权的受害者，先搞清楚自己的立场再来搞笑。,1
尊重的应该是值得尊重的个体，而不是整体，因为整体里差距太大了！有的根本不值得尊重！,1
不是，要心狠手辣不要脸,0
清官难断家务事家家有本难念的经,0
你们是歧视女性吗，为什么打码,1
要不我们一起去:我是女的,0
这些标子比男人冷血得多，百分之八十都是,1
女性就是爱比男性双标，我觉得这句话确实没问题,1
富人那么舔的么,1
单身主义者看戏,0
能不能去微博和豆瓣打啊老哥们，把这毒瘤除了行不行,1
咋？青楼赚钱没人点你，小仙女去凡尘溜达啦？,1
老哥，你这算矮穷丑，普信的话，我们可以直接躺平了，谁拉也不起来了。这边建议开放一夫一妻多妾制，太可怕了吧。,0
这不废话嘛，能找到年轻的谁会找年龄大的,1
"宁可认滤了几代的旧宫家养子,也不认可血统纯正的女性为皇族继承人",1
经常出入高端奢侈品店xswl楼主这签名,0
艹，b站女拳集中营啊，评论区,1
每天都能在贴吧里发现脑瘫，真是太好了,1
我二弟又被屏蔽了，你去别的地方发，这里的AI可是芭芭拉小魔仙的存在,1
不是什么最后。只有人权没有其他拳种。没有什么拳种可以，乃至配凌驾于人权。南拳，旅拳互殴随意。僭越人权就该收到社会谴责，法律重拳。,0
女权为什么要学我们男权反婚反育，并且要攻击辱骂男权反婚，因为女人清楚的知道反婚是打击异性权益的最好手段。男性反婚自古有之，中国几千年前最著名的哲学家老子以及他弟子创建的道教门派楼观道就是吸引教徒禁止教徒结婚，到后来的王重阳创立全真道，和弟子丘处机广泛传教宣扬不婚可长生不老，其实他们早就清楚得意识到婚姻对男性一生伤害甚大,1
这垃圾酒，喝他妈,1
说实话，光靠签到升级太慢了。所以我就复制了这段话遇贴就回一次最少也得15经验值而且还能保证你的帖子不沉最重要的是可以和楼主混个眼熟,0
真得擦亮眼睛了以后,0
判的其实还算可以，缓刑也就是限制部分自由，毕竟那出生挂了啊总得意思一下债务的话关男人屁事,1
敌在本能寺,0
看个笑话就好，我相亲碰到个，加了vx说自己160+问我多高，我说190(真实193没好意思说)，死活不信然后普信男就出来了幕刃真有意思，我tm一个19390+kg的中锋要干这些乐色还不是分分钟？,1
我朋友最多损失点钱财，最倒霉的是她老公，还有她小孩，她做出这种事，她老公不会一点感觉不到，只是为了孩子隐忍不发，她老公在这个公司做了大半年，沧桑了不少，刚来的时候还是挺精气神的，工作做的又不是很累的活，小孩也会受影响，现在小孩都很聪明的，现在还小，只是不会说而已。,0
这个母🐶没了男的也买不起车啊有个批没了男的也没地方卖啊,1
不结婚不就没那屁事了,1
畒🐶乱叫而已，不用搭理牠，毕竟听不懂人话，jb口球就行了[表情],1
现在网络上有多少人都宣传自己为男性考虑，会独立思考，结果看到小作文就脑子都不要了。,1
快进到江西起义,0
第二个母吠删我评,1
关我屁事，爱咋娘咋娘,1
我觉得多半有，但你实际上没得选,0
“男女平等”是女权的温和版。——2010年之前反女权总坛就确定了的。为什么还有这么五花八门的版本？大佬们也不下来管管。,0
认为“同性恋＝娘”真的蠢。你但凡了解下真男同性恋的普遍审美都不敢这么说,1
这男的父母看见我想这老师会被打死,1
资本只会把事情变糟糕,0
发错地方了吧,0
没有用过这些词,0
钻石在特定条件下会灰飞烟灭，而且这个特定条件很容易达成。所以钻戒这个东西，不吉利的。,0
既得利益者指责被剥削者了属实是,0
其次，年轻男的为了要孩子不得不迁就，昧心压榨亲die亲妈，只为博老婆一笑。甚至条件差的男人会出卖人格和自尊当上门女婿（半主半朴）很多男人精神苦啊！难过啊，自责啊，可他们无力对抗各阶层女拳，断子老苟联合起来的强大势力！于是为了活下去，只好拼命合理这种畸形现象。一旦发现哪个男人言行动了他的伤口，破坏了他的合理化，便拼命嘶咬，所以越受苦受气的男人越是对“不愿跪”的同性恨之入骨！男舔的仇男与女拳不相上下，甚至有过之无不及！,1
我吐了，化妆救不了的女人可以滚，美颜救不了的女人可以爬，美颜化妆同时用都救不了的，建议舔狗马上娶了她,1
就感觉结婚事太多了所以我以后要和男生过,0
这就是剩女被剩下来的原因，都去竞争那2%的,1
总结的很到位,0
假如未来可期，便不会期望未来自己品品什么意思,0
能让女性灭绝啊，不需要女人了，多好啊，这个世界都清净了,1
这是下面的,0
微博女拳什么成分大家都知道的吧，“对啊对啊女的脑子里也就那点东西了”,1
扣三分还是入刑你看看怎么选,0
提了好几条,0
10分里面打1分,0
难就不找，离开异性活不了？想想自己有多少钱,0
我租住一年的房子，我走的时候跟你住进去差不多一个样,0
现在好多女的都开始做处女膜修补，来欺骗男生的初恋，真可恶。所以我想国家应该让医院提供一种鉴定，女孩从青春期到结婚，每个月都去接受一次检查，看是否破裂，最后把这份鉴定当做礼物送给男生。并提倡第一次结婚的男生一定要选择一个有完整鉴定的女孩。这样这些女的就没机会骗人了。怎么样,1
粿籹活剐可以剐几刀呀,1
樓主是老闆嗎,0
PUA呗，贬低你说你一文不值达到从精神上控制你的作用,0
？？电影里不是帅哥？你换成孙笑川的样子女生只会报警，谢谢,1
把爱情单纯解释为性冲动，太过激了。爱情应该是很多种状态，每种状态涉及到各种冲动和稳态，是一个很复杂的生理系统，性冲动只是其中一个小环节而已。过于强调性，是走了弗洛伊德性瘾狂热的邪路。,0
如果真的是男的，则废物测试没通过,1
太小了，应该换个2000ml的来，意思就是“自己松不能怪别人”，这种怕不是要用?,0
节奏营销号和无脑女粉的大型双标翻车打脸现场,1
细说和条狗一样,1
七尺大儒猴，和阿娜一个级别的,1
说白了就是一群男的，事业上失败，生活上受了打击，本来智商就不高，又普信，找不到女朋友就开始仇视女性,1
女生跑大城市的才多把，男生要考虑房子车子（车牌车位），学区房一堆东西。女生靠比入住就行了,0
有一句是篡改的，今晚您和令堂就有一个器官癌变,1
你是性功能正常的肯定这么想了，性功能不正常的不喷死你,1
女性地位越来越高，男人只能认怂了，不服不行。,0
好起来了，兄弟们，女人也开始反感女拳了。,1
还行吧，感觉来的男士可能是50岁离异的吧？公平交易，我用我的钱保养你的青春，青春耗完了，买卖也就结束了,1
想反女权还得看女权，舔狗龟男理中客们不是男人能打醒的,1
我就是六安，32了还是单身，老家彩礼确实高去年相亲一个二婚的，有个孩子判给男方，要我给10万给孩子，房子还要写女方名字,0
那不是废话吗棒女是靠嘴炮、靠动员力，靠政治运动，才有的如今的声势、地位，她们又不像棒男强制兵役接受军事训练。怎么可能在实战上打的过塔利班,1
这狗知道那些小狗是它的孩子吗？真是它的孩子吗？？？,0
批判的武器不能代替武器的批判对于女性，我们就要搞武装斗争因为网络骂战除了爽以外根本不解决任何问题,1
感觉说的挺有道理的,0
这籹的打个手游还打出优越了,1
不可能普及，繁殖的性需求是推动人类社会发展的重要动力，国家绝不会允许这种东西大行其道，就像是不论资源经济多么发达，都不会允许高失业率是一个道理。,0
你到底说的哪个吧？,0
再来点经典语录,0
人都这样的。否则奴隶社会怎么几千年？,0
这不狠正常吗。,0
这个我看过,0
所以呀，别接盘，婚检很重要,0
毫无游戏性的游戏，把知乎上嘲讽女权的段子做成PPT，我只能说10块都不值,1
没有撤退可言,0
你不结婚也要买房买车啊，要努力赚钱活的更好,0
这不去开个香槟?,0
提啥？我已经不考虑母的,1
妈的服了，***用一次性筷子吃饭，食堂吃饭一桌子女生吃个饭一人一双筷子一个调羹，又不是吃面，本来就供不应求，***很有教养是吗?你上厕所喜欢用2个马桶是吧,1
我听说是女性给差评后还要快递员当面道歉才激化矛盾的，单纯给个差评不至于,0
楼主别理会亩刃,1
建议彩礼百万起步,1
为了洽淡真不要脸了,1
总部在抖音，有个几十万粉丝博主，但被限流了,0
我只有一个要求：家里至少持有两个及以上的强相互作用力宇宙探测器,0
看到“我是男的”，100%是女拳，毕竟有句话说自己没什么就喜欢强调什么,1
在女权眼里只有中产以上才算男人,1
塔利班是和美国打了20年游击战的武装力量，这还用得着问,0
可能有些人不知道科学有一个重大的阻力，不是伦理问题。正如艾滋病毒（较小结构）还没解决，何以有信心解决更大的结构？,0
猜猜看为什么贴吧变成了垃圾场？,1
边际递减效应？,0
笑，扣毕业证？学校领导都是什么玩意，吓唬人的，真闹起来秒怂你一个毕业证就对女贼沉默，那到了公司，几千万的机密可能人家还要杀人呢。不更怂？有选择不用你不是很正常吗？,1
大郎，该吃药了,1
女拳男能不能414阿？,1
在你眼里欺骗人都是爱？,0
比起现在的男人，可能有一个幸福的家庭比一个物质家庭还要好，普通人不做，难不成做神仙吗，放下七情六欲，这让男人放下有点难,0
作为房东，告诉各位，这是真事儿，两个女的是最脏的，其次是一个女的,1
我们爱国人士组团一人口唾沫淹死他！,1
上面那些人就没发现这就是个广告?,0
然后畒被男人压在夸下摩擦了几千年，现在有的一点权力还是男人施舍的？看来还不够完美,1
男的说要孝顺父母叫妈宝男，女的结婚时说“我妈要几十万彩礼，我是乖乖女，我听我妈的”,1
女权？女拳罢了，不要抹黑国际女权,1
你们可以远离女人啊！越远越好！,1
你需要接盘吗？,1
这样的后果就是会进化出来一种叫粉红女拳的东西，到时候你反拳就是反红,1
女权主义者永远不会忏悔，他们往往会在一段时间后后把自己伪装成正常人的样子，用被蛊惑来为自己开脱，然后觉得心安理得，但他们连道歉都没有过,1
B站挺多越南媳妇发视频的,0
男性貌似是2020年才开始觉醒,0
早干嘛去了？迟到的正义不是正义,0
心安理得用着别人东西哈哈,0
最后一步棋，出国旅游可以，赞成，她自个儿去就行了。,0
从母人到都市丽人？,1
冷处理，直接借机大闹一通，然后出去上网,0
帮顶，一起去,0
控评呢，痘印没人冲,0
假的，另外这主播也是个fw,1
为什么每次出现个厉害点的女的，就会有人说她能秒杀百分之多少多少的男性？那些人就那么喜欢针对男性吗？,1
现在什么妖魔鬼怪都能出cos了吗,1
b吧有啥用啊，发2贴都没了,0
《红月亮》,0
被吞了两次终于发出来了(⊙o⊙)！,0
因为两个吧前一天被女权吧删了然后发出来恢复了，第二天发现被男权吧删了，然后又再男权吧发了。,0
阿娜吧提供信息:刘奚贝，家住北京市昌平区，过道房，父母酒店保洁，小学辍学,1
正确的中肯的,0
微博就是女fen坑，也不用。但是影响力还是有的。,1
凭那句你您不好看，女拳就已经炸了，直接拿出包里的刀开始暴金币了,1
我觉得挺好的，挺希望能通过的，要加速嘛，就得踩油门。,0
东方卫视成了女拳卫士？,1
针对最后一条评论，搞不懂为什么，明明是被渣男渣了，火都发到平常男性身上,1
假设不成立，村子里的小精灵平等自由幸福但是并不能用淘宝在网上买东西也不能坐在电脑前打游戏更不能卧在沙发上嗑瓜子看电视剧,0
你们特莫sb吧，脑袋进屎了吧,1
豆瓣看到的，真的无语。遇到危险不是能跑则跑保命最重要嘛，实在不行委曲求全，还想着跟对方发疯拼命?除了单纯的激怒对方能有什么用。就单纯说一下女的打不过男的也被认为是驯化女性?。,1
确实现在她们都开始线上拉客了，男人还得线下赴约,1
这些巨婴都是惯出来的毛病。,1
女权最喜欢说光棍说的妻子都是死去的女婴，我寻思人家的人生都没开始，你就给人家绑定婚姻了，可见她们并不关心这些人，只是拿她们当打压男人的工具,1
现在的男权吧，已越来越不像男权吧了，貌似已逐渐在女性化，被女性占据,1
笑死了我发了一篇贵物男拳帖被删了,1
生在红旗下，长在春风里，人民有信仰，国家有力量。,0
只因怕打针，爸爸狠摔亲生孩子，男子气概？父爱？,0
我连谈恋爱都不想,0
经历了婚姻和家务矛盾再来说你是平权主义者，能不能平权，平权主义者可不是那么好做的，一个人只有上有老下有小才能明白男女究竟应不应该平等,0
幕刃是这样的,1
你要不先猜猜没人冲/没人充她还会不会发这条,0
她这是被你说破防了，但是又说不过你所以无能狂怒，满嘴胡话了,0
高中都这么多拳师了,1
各平台里孝子一堆，不想说啥了。,1
别从这崇洋。有个典故叫麦考利的孩子，印度被殖民时管理人叫麦考利。一个印度人努力学英腔英语努力考律师努力打扮成英国绅士的样子，他觉得可以融入英国人了，上火车还是被踹了下来。他是甘地。作为生物的生存斗争就是为了自己和自己的族群，这就是自然的道义。,0
反过来，女性提高家庭地位的方法：工资上缴,1
男拳行动纲领——白银之手骑士团—黑锋序写这篇之前，本来取的名字是男权行动纲领，但是如果是男权，那么就把受益范围缩小到了男性，这与本篇文章的主旨不符，所以替换成了男拳这个针对女拳的词汇。我希望是所有受到女拳迫害的个人和集体、知道自己被迫害的、不知道自己被迫害的都能起来反抗女拳这一不符合人类发展和个人发展利益的极端组织，进而将之彻底剜除。我是想大家看了本篇之后，希望所有人、所有组织、所有政治体都能或多或少从其中受到启发。个人略微拙见乃管中窥豹，望能抛砖引玉，集诸公之良策对抗女拳，挽狂澜于既倒，扶大厦之将倾。,1
滚，lkd,1
这就网上的拳师吗，我吐了,1
用钱用帅来衡量男人这种女的还少吗太多咯如果女的对你好感度不够她们就会冷漠势利眼小心眼只会利用你的时候笑,1
前者加重对女性的精神依赖（无非是围绕着饥渴和厌恶这两种状态），后者摆脱对女性的精神依赖导致的对自己生活和思想的束缚。,0
霓全价什么时候能被做成刺身,0
所有男士请你记住：彩礼+三金+酒宴+媒人+改口费+下车费+伴娘红包+婚纱约等于八万的女性才是适合你娶回家的。（如果你月薪是俩万，可以考虑翻倍给综合十六万，月薪五万，考虑给三十二万。——但是请要记住，一定得要是对你父母好，对你忠诚，没有不良记录，那么房车加她名字没有问题，娶对了人，你的付出才是物有所值，娶错了人，不是骗婚的，就是物质女，别指望她为你做任何事。看到你有困难，或者有点矛盾，就会回娘家与闹离婚的。什么名节和孩子都是能够和你要钱的筹码。）《为啥会把费用压的这么低，因为钱是能够考核女方和女方家庭的，爱你的，不会强人所难，若是物质女，要么自己消失，要么让你彩礼翻倍。》房车必须与自己工资必须自己掌握，你们的工资与朋友圈，得要互相了解！家里面的费用商量使用！小事能让就让，其余能劝就劝，若劝不动，那就直接好聚好散！（想要说孩子和她姓与她工资存起来，开支你来出，那就不用谈了，请你直接拉黑。那群和稀泥的只要看到你房车加了她的名字，就默认对方有一半处理权，无论你婚前婚后，她的工资存起来了，开销你来出，带娃与家务交给你父母。离婚却还能再获得二十多万赔偿，那群和稀泥的他们才不会管她有没有为家庭付出。）,1
yysy美国婚后财产分配更离谱,0
花呗干什么的,0
nt言論以博得流量,1
拳是起软怕硬,0
为什么麦片哥盯上我了,0
顺从她就好了,0
上个帖子被贴吧破防的幕刃举报没了，后面我看重新申请回来,1
好奇如果请男人穿裙子做个随机调查，看男的觉得是变态的多还是女人觉得是变态的多。我目前不知道结果，需要你去证实一下。,0
慕勾是这样的,1
说的太对了,0
母系社会为什么会变成父系社会呢？因为女人求着男人负责。现在怎么变成男人求着女人结婚了？这种脑瘫文学还是一如既往的味道，强行大前提男女能力一致，强行空降强权逻辑。,1
我有啊。什么？你立马结束单亲妈妈生活？为什么要结束？我就是给你看看而已，别想多了,1
现在的母人一个一个有几个人会做饭的呵呵,1
你这个就是胡说了，大城市的年轻女性比男性更多。大城市中反而是男性更愿意选择回老家结婚生子,0
既然二三票数最多那就把相同物质的量的二和三混一起洗吧,0
以后拳师让舔狗买车给她们开就行了，货拉拉顺风车什么的一概不接女乘客,1
为什么不自知收拾呢，有人摁着她的手吗,0
春日祭幕刃嗎玩就拉黑，也不知道她幕就是个揉遍器祭♀,1
有没有戴贞操带的？或者给对象戴贞操带的？,0
这是什么鬼屈臣氏想玩什么,0
感觉清一色白的那个图和这样的食材放在一起脏了高端食材,0
它们爹那是敢随便冲的吗,1
见不见快点发QQ号,0
幕刃不值得同情,1
不懂就问，这是带了面具吗？,0
这估计是个女的瞎编,0
国铝是这样的,1
这不就是中国人口吧那群人吗？老大聪明了,1
这个正常驾学期间只有非规定程序的事故是学员承担,0
今晚别睡太死，姆坦马上到你家门口,1
我不好评价,0
要不怎么说，中国女拳被全世界女拳圈鄙视是有道理的。美国女拳那是真牛逼，实打实。高中找帅哥就一帮人跳帅哥。中国女拳磨磨唧唧的，天知道帅不帅，就知道吹牛逼。美国女拳上大学没钱直接就糖爹。中国女拳磨磨唧唧说是男朋友。美国女拳喜欢黑色神族，人家是真的当单亲妈妈，中国女拳动不动就流流。美国女拳人家结婚就直说我是lkd，你不是lkd就是书呆子。中国女拳成天满嘴前男友渣男，张嘴闭嘴要求男人婚恋清白,1
普信女和拳畜是最下头的低等动物。,1
看看层次、品味、工艺、价格、营养、材料、口感，哈哈哈,0
懂不懂拳塔一体的含金量,1
就基本清楚后面的信息是什么，包括发这个的人是什么人了,0
就是日后，让她男朋友成长,0
"有没有兄弟可以借我三百,我分三天还你,一天还一百,确实遇到难处了",0
应该送她?顾辉的,0
简直是糊嗪，哪个外国？？？？,1
女孩子不都是白白嫩嫩香香的吗？,0
离开国家你什么都不是，没有说离开男人你什么都不是吧！还是要努力奋斗创造财富的，而不是努力内卷！,0
就好比小仙女总觉得自己应该被舔、自信的仙女最美丽，自信的男人普信男。总觉得龟男如果不要自己就再也找不到更好的,1
事实证明有些男人可以分分钟有游艇，为什么有些却不行？,0
不听老妈实话整容，信路人化妆，幕刃智商可以的,1
国铝只会pua国男，怎么可能骂洋大人呢,1
你得知道，杨笠作为一个公众人物，最重要的不是她说的话的本意是什么，而是被大潮流理解成了什么。如果杨笠和你现在做的一样，也出来大力解释的话，毫无疑问回挽回她在男性心目中的形象一点点，但是热度会骤降，钱会少挣，所以为了挣大钱她也不会出来解释，更有可能的是她故意用这种模棱两可的话来又当又立。所以，没什么好洗的，她自己就是想让自己的话被那么认为，还让人觉得不是她的本意，否则现在这种话就不至于被用得着么广泛了,0
没有真正的女权，女权的本质就是打压男性，外国的女权更霸道,1
我愿意去劝她,0
不一样，塞尔达没了可以打，打完跟以前一模一样，而且没朋友，又没人牵挂着你上线,0
众所周知，一般女厕所都是有格挡的，但是很多的男厕所小便池之间根本没有遮挡，虽然大家没人说，但这是很尴尬的事情。相信很多男同胞都有这样的经历，在上厕所是会尽量和别人拉开距离，即使人太多不得不和人挨着，也会尽量让自己看着前边，防止引起尴尬，难道男厕所不需要隐私空间吗？我们男同胞需要公平对待，,1
这是什么吧,0
由于随缘删帖的存在，贴吧是个没有前途的地方，不适合在此发长文走出去吧，去知乎，去微博，多平台共同发展,0
山里碰到个这么不人不鬼的东西居然没被吓死，给摄影师赞一个,0
普信男：都怪老师太漂亮穿的裙子太短！,1
你还要别人怎么样？,0
孙笑川吧！，现在被，女拳给围攻了，我们应该要帮助他们,1
內個虛空法師是什麼豬精,1
你算死亡率没用你算算杀人的男女比例,0
男权是平权，不是父权，谢谢。,0
以前租了一个房间，说实话，我人有点懒所以东西乱纸和快递盒子一堆一排，但是食物残渣一类的都是立刻清理的，走的时候整个房间打扫了一遍,0
一些人有着病态嫉妒心。只不过有的表现在事业金钱上，就是仇富。有的则表现在婚恋领域，就是舔狗，其实它们未必是情圣，只不过受不了任何男性婚姻处境比它好，或比他在家庭中更有权利,1
禁止种族歧视，吧内话题:亚楠为何这么丑,1
第一产业就业转移第三产业这么多，说明新的女性劳动力逐步脱离第一产业，男性还是真的惨,0
小仙女得从小培养,1
等一手人造人能生崽,0
所以，需要广大男同胞发声，多搜集一下男性遭到家暴的例子，然后大规模宣传，深入人心,1
这肥猪幕刃，怎么从屠宰场跑出来了,1
舔狗以为舔狗最后应有尽有，谁知道没人领他的情。,1
永远都对泛交女性说No,1
"然而,该你屁事,受歧视了?你从政了?混到中央了?",1
只能说江西人真有钱结个婚彩礼都好几十万，,1
廯籹本来就是和蟑螂一样的生物，不奇怪,1
nb阿楼主可以开经验分享吗,0
我觉得，人应该自主独立,0
标签是会越贴越多的,0
版本答案籹拳铁拳,1
小学生太多，都是些被带节奏的，年龄超不过18,1
好家伙还两个吧发？,0
如果是一男老师让女生擦鞋我已经不敢想了,0
恩！生孩子都不用去医院！,0
什么越南新闻,0
和几个人谈过，明明自己连一米六都没有，要求男方身高不得低于180。那种什么颜控的，去看一下美颜都遮不住的丑陋。毫不夸张，一点逼数都没有，说话还自傲得很，不要搞颜色，不要查户口。本来不想吐槽的，随便问问还人身攻击。当我把照片和车子房子发出来又和条狗一样，真是?,1
所有摄像机怼着脸拍的视频都小心看?，比如春秋两不沾,0
大众缺乏个人实现的途径，意味着社会在固化,0
喷吧也是女权它们也只会喷了,1
那么尊重男性的呢？,0
啊这因为我国注册球员远远少于其他国家啊,0
到时候一离婚，债都判给你，钱都判给她,1
真娶回家一个个懒的跟猪一样唯一运动就是逛买玩吃还真有脸说,1
求求吧友们了,0
沒錯，就是這張，可以的話順便告訴我這是誰,0
一堆普信美女还能有老公啊,1
有没有生孩子警告？？,1
打压男人让男人沦为舔狗更好为她们服务,1
这个吧里的臭亩钩聚一起能凑出个完整的月莫吗？,1
欧盟将向难民提供3年居留权，正好女人和小孩补充人口和劳动力,0
互联网没记忆，我记一辈子呢。以后反正梗就天天玩着，诶谁提到我就提这个事情,0
图1正常人都是这反应,0
杀光女权，一个不留！,1
这男的恐怕是绿帽pi,1
所谓母亲和母体都是只有一种性别父亲可以多种性别,0
得了吧这两人都不太现实这样的情侣只会越来越多,0
往外run也一样，还是长点心比较现实,0
女拳现在泛滥了，敌我难分,1
回复楼里这个被我说破防的。为啥“有没有可能把人类分为男女属于封建余孽”是女拳？可以解释下吗？我觉得无C阶J应该是一个整体，而不是男人和女人，更不应该只争取某单一性别的权益就是女拳？那你这就被我说破防了，急的拉黑我。是不是跟大女权主义分子样虚伪的大男权主义分子？正因为我认为人类应该是个整体，所以我反女权，男权应该不会跟女权样认为人类应该分为男女吧？,1
北欧三国是怎么积累财富的？,0
什么刘奚贝,0
美国不是流行娶黄种人吗？,0
拉入黑名单吧。避免给其他养家的司机造成不必要的麻烦,0
女性的名声是谁败坏的你心里没数？,0
难道不是小孩贫血，好心人献血过多，改变了血型吗?,0
女朋友是外卖员和代驾，供我上了大学和研究生，但是现在读完研究生，身边有很多样貌和条件更好的女生，我应该还钱跟她分手嘛?,0
然而实际上打架这事儿体格是最重要的一部分，就算是技巧再好也需要足够的肌肉量，一块打三慢不假，但是也别忘了一力降十会,0
为什么会有想要保留dna的欲望，而不是想保留这个世界的愿望。,0
说透了还是男性没有那么离谱的共情能力，举个例子，男得给女朋友花几万买礼物被甩那就是“舔狗鸵鸟”或者是都在骂女得却没有安慰男性得，女得给男朋友花几万买礼物被甩那基本就是“啊姐妹不要伤心，是他配不上你”她们把一切发生在女性身上的事情无限扩大化，再用共情能力形成一条铁索，再将男性所要付出的内容无下限弱化（一谈彩礼就说有嫁妆，实际上有多少回得？还有房子是闭口不谈，光首付也得几十万），男性又很难形成铁索,1
找20出头的小姑娘不香吗？,1
理客中跟女拳是一回事所以一起超度掉就可以,1
别尬黑，这是拳师日常化的高级妆,1
